law360_firm_id,law360_firm_name,intel_firm_id_RO_2021,intel_firm_name_RO_2021,intel_firm_id_RO_2022,intel_firm_name_RO_2022,Offering Volume,Last Offerings Count,dupe_RO,qualify_RO,notes_RO,combine_RO
,,,,241807,Zhonglun W&D Law Firm,"$290,000,010.00",5,,,,
KRI8797,,,,233915,Krieg DeVault,"$280,000,000.00",4,,,,
,,,,239987,Disclosure Law Group,"$269,839,671.00",25,,,,
BEC7366,Becker & Poliakoff,199384,Becker & Poliakoff,199384,Becker & Poliakoff,"$265,000,000.00",8,,,,
WYR1851,,,,215481,Wyrick Robbins Yates & Ponton,"$263,006,882.00",25,,,,
,,,,233952,Fleming,"$262,600,000.00",10,,,,
,,,,201609,DaHui Lawyers,"$259,250,000.00",2,,,,
,,,,242360,Farris LLP,"$258,010,000.00",6,,,,
,,,,241857,"Law Office of John  Foster Tyra, PC","$250,000,000.00",1,,,,
LIS1947,Liskow & Lewis,234393,Liskow & Lewis,234393,Liskow & Lewis,"$250,000,000.00",1,,,,
MAN8162,Manatt,233730,"Manatt, Phelps & Phillips",233730,"Manatt, Phelps & Phillips","$248,837,452.00",13,,,,
,,,,242194,"Kurzman Eisenberg Corbin & Lever, LLP","$245,833,750.00",8,,,,
,,,,242676,Bayfront Law LLC,"$241,999,998.00",4,,,,
,,,,242675,Quigg Partners,"$241,999,998.00",4,,,,
,,,,242677,Sunsion Law Professional Corporation,"$241,999,998.00",4,,,,
MIL5929,,,,234767,"Miller, Canfield, Paddock and Stone","$235,800,000.00",1,,,,
,,,,206699,Keevican Weiss Bauerle & Hirsch,"$225,000,000.00",7,,,,
TAY4734,,,,213615,Taylor Porter Brooks & Phillips,"$225,000,000.00",1,,,,
CHO7681,,,,234222,"Choate, Hall & Stewart","$224,499,297.00",3,,,,
,,,,205052,Horn & Co,"$213,249,587.00",7,,,,
,,,,215598,"Zysman, Aharoni, Gayer and Sullivan & Worcester","$210,462,038.00",15,,,,
POR1665,Porter Hedges,233985,Porter Hedges,233985,Porter Hedges,"$202,000,005.00",16,,,,
,,,,241017,Ortoli Rosenstadt,"$201,979,931.00",32,,,,
,,,,234011,Goldfarb Seligman & Co,"$200,999,937.00",15,,,,
ONB6174,,,,210146,O'Neill & Borges,"$200,393,376.00",1,,,,
MOR4763,Morrison Cohen,209339,Morrison Cohen,209339,Morrison Cohen,"$200,000,000.00",3,,,,
,,,,211930,Rutgers Posch VisÃ©e Endedijk,"$200,000,000.00",1,,,,
,,,,198597,"Amit, Pollak, Matalon & Co.","$193,227,187.00",4,,,,
,,,,234299,Meretsky Law Firm,"$192,100,000.00",2,,,,
,,,,242197,Moran Reeves & Conn PC,"$185,000,000.00",1,,,,
,,,,203769,Gennari Aronson,"$182,500,000.00",4,,,,
,,,,242196,Justin Chow & Co. Solicitors LLP,"$174,800,000.00",2,,,,
,,,,206543,Kane Kessler,"$174,250,000.00",8,,,,
,,,,215409,WongPartnership,"$169,999,297.00",2,,,,
,,,,242468,Har-Even & Co,"$168,002,157.00",4,,,,
MIT5728,Mitchell Silberberg,235001,Mitchell Silberberg & Knupp,235001,Mitchell Silberberg & Knupp,"$166,985,722.00",13,,,,
,,,,212529,Shibolet & Co,"$165,641,305.00",5,,,,
,,,,203292,Forbes Hare,"$165,000,000.00",9,,,,
CAR6967,,,,233617,Carter Ledyard & Milburn,"$155,500,000.00",26,,,,
ARE7461,,,,243257,ArentFox Schiff,"$154,900,000.00",11,,,,
,,,,209063,"Mijares, Angoitia, CortÃ©s y Fuentes","$150,750,000.00",2,,,,
AND5141,,,,198685,Andrews Kurth,"$150,166,000.00",2,,,,
,,,,242342,Aboudi Legal Group PLLC,"$150,000,000.00",4,,,,
,,,,198679,Andrew I. Telsey,"$150,000,000.00",1,,,,
KEL5552,,,,206720,Keller Rohrback,"$150,000,000.00",1,,,,
,,,,235677,Weirfoulds,"$150,000,000.00",1,,,,
,,,,203918,Gide Loyrette Nouel,"$145,536,966.00",5,,,,
,,,,215353,Wipfli,"$144,230,700.00",4,,,,
,,,,209600,"Naschitz, Brandes & Co","$141,210,107.00",4,,,,
,,,,202749,"Elvinger, Hoss & Prussen","$140,400,000.00",7,,,,
POR3972,,,,210774,"Porter, Wright, Morris & Arthur","$139,884,406.00",9,,,,
,,,,242600,Al Tamimi & Company,"$139,500,000.00",1,,,,
,,,,208737,Meitar Liquornik Geva Leshem Tal,"$138,350,000.00",3,,,,
,,,,239983,The Crone Law Group,"$135,584,890.00",22,,,,
,,,,202713,Elkins Kalt Weintraub Reuben Gartside,"$132,380,000.00",2,,,,
,,,,242150,"Harry B. Sands, Lobosky & Company","$130,000,003.00",2,,,,
,,,,241674,"Law Office of Jeffrey Maller, PC","$129,100,001.00",4,,,,
REI4284,,,,211197,Reinhart Boerner Van Deuren,"$128,900,001.00",3,,,,
KIR1230,Kirton McConkie,206928,Kirton McConkie,206928,Kirton McConkie,"$126,835,004.00",8,,,,
,,,,241732,"S.R. Snodgrass, P.C.","$126,500,000.00",1,,,,
,,,,242104,Lipa Meir & Co,"$125,641,639.00",11,,,,
,,,,211041,Rajah & Tann,"$125,000,010.00",1,,,,
BRU1422,,,,200084,"Brunini, Grantham, Grower & Hewes","$125,000,000.00",2,,,,
NUT1674,,,,209892,"Nutter, McClennen & Fish","$124,301,570.00",2,,,,
,,,,198660,Andrew Abramowitz,"$123,090,000.00",5,,,,
JOH5929,,,,206285,"Johnson, Pope, Bokor, Ruppel & Burns","$121,999,999.00",5,,,,
,,,,241931,"Gross, Kleinhendler, Hodak, Halevy, Greenberg, Shenhav & Co.","$121,553,502.00",4,,,,
,,,,233751,Borden Ladner Gervais,"$119,167,586.00",13,,,,
QUA9405,Quarles & Brady,233777,Quarles & Brady,233777,Quarles & Brady,"$118,814,000.00",5,,,,
,,,,215504,Yigal Arnon & Co,"$117,822,141.00",11,,,,
,,,,204700,Hassans International Law Firm,"$117,000,000.00",2,,,,
FRE6083,Fredrikson & Byron,203460,Fredrikson & Byron,203460,Fredrikson & Byron,"$111,250,000.00",14,,,,
,,,,242605,Carey Olsen Jersey LLP,"$110,965,792.00",4,,,,
,,,,242077,"TCF Law Group, PLLC","$104,000,000.00",4,,,,
FIS5443,FisherBroyles,242607,"FisherBroyles, LLP",242607,"FisherBroyles, LLP","$102,627,877.00",10,,,,
NAS9326,,,,242020,"Nason, Yeager, Gerson, Harris & Fumero, P.A.","$102,540,003.00",15,,,,
VED5333,Vedder Price,214509,Vedder Price,214509,Vedder Price,"$100,000,000.00",20,,,,
BUC4341,Buchanan Ingersoll,234638,Buchanan Ingersoll & Rooney,234638,Buchanan Ingersoll & Rooney,"$94,817,389.00",7,,,,
,,,,239929,ASW Law Limited,"$90,476,195.00",1,,,,
,,,,233637,Fulbright & Jaworski,"$90,197,737.00",7,,,,
,,,,242494,Advokatfirman Vinge,"$90,000,007.00",1,,,,
,,,,242641,Merritt & Merritt,"$89,500,000.00",5,,,,
MAS2603,,,,208393,Maslon,"$89,235,085.00",32,,,,
BUR9598,Burns & Levinson,233728,Burns & Levinson,233728,Burns & Levinson,"$88,234,032.00",9,,,,
,,,,242596,Gorrissen Federspiel Advokatpartnerselskab,"$83,777,606.00",1,,,,
MIC3151,,,,242262,Michelman & Robinson,"$83,760,303.00",9,,,,
,,,,241992,Song PC,"$78,000,000.00",6,,,,
MCC6510,McCarter & English,208539,McCarter & English,208539,McCarter & English,"$77,720,000.00",18,,,,
BOW5564,,,,235230,Bowles Rice,"$75,000,000.00",2,,,,
,,,,243126,Intertrust Law Limited,"$75,000,000.00",1,,,,
STA3581,,,,213030,Stafford Rosenbaum,"$72,800,000.00",1,,,,
,,,,213801,The McGeary Law Firm,"$71,224,999.00",10,,,,
,,,,233733,Clark Wilson,"$70,950,000.00",16,,,,
,,,,233707,Scudder Law Firm,"$66,847,835.00",2,,,,
,,,,240569,Doney Law Firm,"$65,587,500.00",15,,,,
BAI2244,,,,240986,Baird Holm LLP,"$58,975,000.00",2,,,,
GUN2463,Gunster,204453,Gunster Yoakley & Stewart,204453,"Gunster, Yoakley & Stewart","$57,350,000.00",1,,,,
,,,,202131,Derrick & Briggs,"$56,861,000.00",7,,,,
,,,,234188,S. Friedman & Co,"$56,400,000.00",5,,,,
,,,,209710,"Neuberger, Quinn, Gielen, Rubin & Gibber","$53,586,683.00",2,,,,
,,,,242824,"Castaing, Hussey & Lolan, LLC","$52,900,000.00",1,,,,
,,,,241989,di Santo Law PLLC,"$50,000,010.00",2,,,,
BRA4425,,,,233925,Bradley Arant Boult Cummings,"$50,000,000.00",3,,,,
,,,,240698,Law Offices of Aaron A. Grunfeld & Associates,"$50,000,000.00",1,,,,
MCG1881,,,,208617,"McGrath, North, Mullin & Kratz","$50,000,000.00",2,,,,
,,,,210976,Quinert Rodda & Associates,"$50,000,000.00",3,,,,
,,,,242107,Foley Shechter Ablovatskiy LLP,"$49,650,000.00",6,,,,
SHU5096,,,,212583,"Shumaker, Loop & Kendrick","$49,212,500.00",6,,,,
,,,,240885,"Loev Law Firm, P.C","$48,336,862.00",21,,,,
,,,,242581,Beijing Jingshi Law Firm,"$48,000,000.00",2,,,,
,,,,241478,"Loomis, Ewert, Parsley, Davis & Gotting, P.C.","$45,861,000.00",1,,,,
GAL4122,,,,240270,Gallagher & Kennedy,"$45,000,000.00",1,,,,
MIC9838,Michael Best,234210,Michael Best & Friedrich,234210,Michael Best & Friedrich,"$44,499,984.00",5,,,,
,,,,233956,TroyGould,"$44,358,478.00",13,,,,
LEC5992,,,,207437,LeClairRyan,"$42,420,987.00",2,,,,
SCA8442,,,,212110,Scarinci & Hollenbeck,"$42,090,000.00",1,,,,
GOL9621,,,,234020,Golenbock Eiseman Assor Bell & Peskoe,"$41,500,004.00",5,,,,
,,,,240914,Silverman Shin & Byrne PLLC,"$41,424,477.00",6,,,,
,,,,242746,"Zang, Bergel","$41,280,000.00",2,,,,
,,,,241063,"Wegman, Hessler & Vanderburg LPA","$41,250,000.00",1,,,,
,,,,242615,Shoosmiths,"$40,948,804.00",4,,,,
,,,,243166,Beijing Jintai Law Firm,"$40,000,000.00",1,,,,
MEI5208,,,,208732,Meister Seelig & Fein,"$40,000,000.00",3,,,,
,,,,242440,Raiti PLLC,"$40,000,000.00",1,,,,
CAS9534,,,,233581,Cassels Brock & Blackwell,"$39,236,300.00",17,,,,
,,,,241652,Eubelius CVBA,"$39,000,000.00",2,,,,
WIN6654,Winthrop & Weinstine,215340,Winthrop & Weinstine,215340,Winthrop & Weinstine,"$36,070,625.00",4,,,,
,,,,242137,FitzGerald Yap-Kreditor LLP,"$36,000,000.00",4,,,,
OBE2254,,,,209933,"Ober, Kaler, Grimes & Shriver","$36,000,000.00",2,,,,
STE8795,Stevens & Lee,233843,Stevens & Lee,233843,Stevens & Lee,"$36,000,000.00",5,,,,
,,,,235921,Schwell Wimpfheimer & Associates,"$33,985,404.00",10,,,,
,,,,243142,"Giovannelli e Associati, Studio Legale","$33,949,311.00",1,,,,
TON1461,,,,234561,Tonkon Torp,"$32,121,986.00",2,,,,
,,,,234312,Grandall Legal Group,"$31,695,000.00",5,,,,
,,,,241867,Wong Tan Molly Lim,"$31,616,487.00",2,,,,
CON5038,Connell Foley,201183,Connell Foley,201183,Connell Foley,"$31,250,000.00",3,,,,
,,,,242347,Croke Fairchild Morgan & Beres LLC,"$30,640,000.00",3,,,,
WIG7775,,,,233641,Wiggin and Dana,"$30,062,500.00",1,,,,
,,,,242876,Adams & Duncan,"$30,000,051.00",1,,,,
GOR9094,,,,204156,Gordon Feinblatt,"$30,000,000.00",2,,,,
,,,,233698,Allen & Gledhill,"$29,400,000.00",6,,,,
,,,,215382,Wolf & Company,"$28,433,750.00",1,,,,
,,,,199711,Bonadio & Co.,"$27,991,000.00",2,,,,
WIN3203,,,,215317,Windels Marx Lane & Mittendorf,"$26,775,000.00",2,,,,
,,,,242697,Yunnan Kangsi Law Firm,"$26,000,002.00",1,,,,
,,,,242589,Capital Equity Legal Group,"$26,000,000.00",1,,,,
,,,,242787,"Kaufman, Rabinovich","$25,000,005.00",1,,,,
,,,,213410,Stubbs Alderton & Markiles,"$25,000,001.00",10,,,,
,,,,199931,BRL Law Group,"$25,000,000.00",1,,,,
,,,,242239,Hiways Law Firm,"$25,000,000.00",1,,,,
,,,,205261,Igler & Dougherty,"$25,000,000.00",2,,,,
NIX1069,Nixon Peabody,234233,Nixon Peabody,234233,Nixon Peabody,"$25,000,000.00",4,,,,
,,,,235180,Royer Cooper Cohen Braunfeld,"$25,000,000.00",2,,,,
DAV6829,,,,234060,Davidoff Hutcher & Citron,"$24,000,002.00",8,,,,
,,,,243040,Soga Law Office,"$24,000,000.00",1,,,,
,,,,242456,"Bailey, Stock, Harmon, Cottam, Lopez LLP.","$23,999,340.00",4,,,,
THO4012,Thompson Coburn,234594,Thompson Coburn,234594,Thompson Coburn,"$22,000,000.00",4,,,,
,,,,242840,Fairbairn Catley Low & Kong,"$21,850,000.00",1,,,,
,,,,243195,Addleshaw Goddard LLP,"$21,500,004.00",2,,,,
,,,,243119,Murgitroyd & Company Limited,"$21,500,004.00",2,,,,
,,,,243221,Pacgate,"$20,240,000.00",1,,,,
,,,,242429,Wenger & Vieli AG,"$20,000,000.00",2,,,,
,,,,234311,Miller Thomson,"$19,993,392.00",10,,,,
,,,,215059,Wildeboer Dellelce,"$19,166,665.00",3,,,,
,,,,214052,Thompson Dorfman Sweatman,"$18,000,000.00",2,,,,
,,,,243312,Yingke Wuxi Law Firm,"$18,000,000.00",1,,,,
,,,,203204,Fischer Behar Chen Well Orion & Co,"$17,537,086.00",3,,,,
,,,,242333,VCL Law,"$17,500,000.00",2,,,,
,,,,233755,Breyer & Associates,"$17,278,750.00",6,,,,
,,,,243241,Lex Transact Law,"$17,000,000.00",1,,,,
MCL2668,,,,208667,McLaughlin & Stern,"$17,000,000.00",1,,,,
,,,,243292,S. Horowitz & Co,"$16,800,000.00",2,,,,
,,,,243159,TianTai Law Firm,"$16,488,395.00",1,,,,
,,,,242714,Sullivan & Worcester Tel Aviv Har-Even & Co.,"$15,937,500.00",3,,,,
,,,,240911,Michael Paige Law PLLC,"$15,600,000.00",7,,,,
,,,,243129,Afik & Co,"$15,541,993.00",1,,,,
PAR7138,,,,234556,Parr Brown Gee & Loveless,"$15,015,000.00",4,,,,
,,,,243199,Rowland Day,"$15,015,000.00",1,,,,
,,,,242233,Adnan Kelana Haryanto & Hermanto,"$15,000,007.00",1,,,,
,,,,199069,B&D Law Firm,"$15,000,000.00",1,,,,
CUL6391,,,,242191,Culhane Meadows,"$15,000,000.00",2,,,,
,,,,240119,Life Science Law,"$15,000,000.00",1,,,,
,,,,212144,Schlueter & Associates,"$15,000,000.00",1,,,,
,,,,242474,V&T Law Firm,"$15,000,000.00",1,,,,
,,,,242448,Vaish Associates Advocates,"$15,000,000.00",1,,,,
WEI5245,,,,239973,Weintraub Tobin Chediak Coleman Grodin,"$14,999,998.00",9,,,,
,,,,242748,Mazanti-Andersen,"$14,439,000.00",5,,,,
,,,,234667,Quick Law Group,"$14,217,500.00",2,,,,
,,,,204872,"Herzog, Fox & Neeman","$14,000,384.00",6,,,,
WIT7534,,,,240680,Withers Bergman LLP,"$13,700,000.00",1,,,,
HAL9043,Hall Estill,204549,Hall Estill Hardwick Gable Golden & Nelson,204549,"Hall, Estill, Hardwick, Gable, Golden & Nelson","$13,500,000.00",2,,,,
,,,,202506,DuMoulin Black,"$13,060,000.00",3,,,,
BOS3981,Bose McKinney,234195,Bose McKinney & Evans,234195,Bose McKinney & Evans,"$12,475,000.00",1,,,,
,,,,242856,McW Todman & Co,"$12,395,000.00",1,,,,
,,,,242855,Pandya Juris LLP,"$12,395,000.00",1,,,,
,,,,233917,Kaplan Voekler Cunningham & Frank,"$12,000,000.00",4,,,,
,,,,211897,Ruffa & Ruffa,"$12,000,000.00",2,,,,
,,,,241972,Zong Heng Law Firm,"$12,000,000.00",2,,,,
,,,,234241,Deheng Law Offices,"$11,200,000.00",2,,,,
,,,,242716,Chamzon Law Firm,"$11,000,000.00",1,,,,
,,,,242784,Costaldo Law Group PC,"$10,800,000.00",1,,,,
,,,,243039,Steinepreis Paganin,"$10,500,000.00",1,,,,
RUS3068,,,,211908,Ruskin Moscou Faltischek,"$10,300,000.00",7,,,,
,,,,242470,"Wilson & Bradshaw, LLP","$10,029,958.00",10,,,,
GRA1814,,,,204237,Gray Reed & McGraw,"$10,000,000.00",2,,,,
,,,,243320,Lyons ODowd,"$10,000,000.00",1,,,,
,,,,240906,Pearlman Law Group LLP,"$10,000,000.00",1,,,,
,,,,239927,Trombly Business Law,"$9,000,000.00",7,,,,
,,,,241781,LLR Legerlotz Laschet und Partner RechtsanwÃ¤lte Partnerschaft mbB,"$8,911,133.00",1,,,,
MAN4850,,,,241816,Mandelbaum Salsburg P.C.,"$8,217,345.00",3,,,,
,,,,241887,"Streusand, Landon, Ozburn & Lemmon, LLP","$8,001,000.00",1,,,,
,,,,200178,Burns Figa & Will,"$8,000,004.00",4,,,,
,,,,242935,Setterwalls Advokatbyr&#x00e5 ; AB,"$8,000,000.00",1,,,,
,,,,242659,Mills Oakley,"$7,197,445.00",2,,,,
,,,,242971,Zhejiang T&C Law Firm,"$6,875,822.00",1,,,,
,,,,235133,Cutler Law Group,"$6,400,000.00",5,,,,
,,,,243247,Lander & Rogers,"$6,000,002.00",1,,,,
,,,,201902,Davis & Associates,"$6,000,000.00",1,,,,
DYK8984,Dykema,233936,Dykema Gossett,233936,Dykema Gossett,"$6,000,000.00",3,,,,
,,,,243182,RB Associates,"$6,000,000.00",1,,,,
CLA1319,Clark Hill,200936,Clark Hill,200936,Clark Hill,"$5,999,994.00",4,,,,
,,,,242346,Law Office of Avraham Ben-Tzvi,"$5,998,962.00",2,,,,
SHU6883,,,,234261,Shutts & Bowen,"$5,300,000.00",4,,,,
,,,,240943,J.P. Galda & Co,"$5,000,000.00",6,,,,
,,,,240856,"McMurdo Law Group, LLC","$5,000,000.00",10,,,,
WHI4236,Whiteford Taylor,215020,"WHITEFORD, TAYLOR & PRESTON",215020,"WHITEFORD, TAYLOR & PRESTON","$4,399,000.00",2,,,,
,,,,234542,McBreen & Kopko,"$4,335,000.00",1,,,,
,,,,240794,Westward Law Group,"$4,000,000.00",1,,,,
,,,,239981,Silvestre Law Group,"$3,718,180.00",9,,,,
,,,,206335,Jones & Keller,"$3,600,000.00",11,,,,
,,,,240336,Law Offices of Thomas C. Cook,"$3,200,000.00",2,,,,
,,,,243034,Hengdu Law Firm,"$2,750,000.00",1,,,,
,,,,234073,Parsons/Burnett/Bjordahl/Hume,"$2,500,000.00",2,,,,
,,,,234108,Gornitzky & Co,"$2,200,000.00",2,,,,
PHI4331,,,,233995,Phillips Nizer,"$2,200,000.00",2,,,,
BUT3231,,,,238956,Butler Snow,"$1,137,000.00",3,,,,
,,,,239334,Law Offices of Robert Diener,"$120,000.00",2,,,,
,,,,213936,Thomas E. Puzzo,"$80,000.00",5,,,,
,,,,235833,PW Richter,"$60,000.00",2,,,,
LAN5015,Lane Powell,207148,Lane Powell,207148,Lane Powell,"$17,421.00",6,,,,
,,,,242620,Harney Westwood & Reigels,"$12,886.00",1,,,,
,,,,234762,Wilson & Oskam,"$2,894.00",1,,,,
,,,,240963,"Breakwater Law Group, LLP",$750.00,3,,,,
,,,,234839,Hallett & Perrin,$170.00,1,,,,
,,,,240121,JMS Law Group,$15.00,3,,,,
KEA2996,Keating Muething,242109,Keating Muething & Klekamp,,,,,,0,no deal value,